Employee ID,Department,Job Role,Gender,Age,Education,Hiring Date,Salary,Performance Rating,Satisfaction Score,Attrition,Recruitment Source,Training Hours,Years at Company
EMP-01624,Finance,Accountant,Non-Binary,31,Bachelor's,2019-08-09,72312,2,1,No,Recruiter,65,4
EMP-01625,Marketing,SEO Specialist,Non-Binary,37,Bachelor's,2022-02-27,67190,1,3,No,LinkedIn,62,1
EMP-01626,Sales,Sales Executive,Non-Binary,57,PhD,2018-06-07,52466,2,1,No,Company Website,29,5
EMP-01627,Sales,Account Manager,Non-Binary,56,PhD,2019-11-02,59906,2,1,No,Indeed,85,4
EMP-01628,Sales,Account Manager,Non-Binary,38,Associate Degree,2017-01-19,77352,5,5,No,Referral,87,6
EMP-01629,Marketing,SEO Specialist,Female,39,PhD,2019-03-11,84251,5,3,No,Company Website,53,4
EMP-01630,HR,Recruiter,Non-Binary,38,Bachelor's,2021-08-02,72378,3,3,No,Company Website,64,2
EMP-01631,HR,Recruiter,Male,43,Master's,2018-01-11,74248,2,3,Yes,Indeed,30,5
EMP-01632,Sales,Sales Executive,Female,28,Associate Degree,2021-01-21,69730,1,2,No,Company Website,57,2
EMP-01633,Operations,Operations Coordinator,Female,28,Master's,2018-05-08,89602,2,4,No,LinkedIn,53,5
EMP-01634,Engineering,DevOps,Non-Binary,33,Associate Degree,2017-12-17,102262,5,1,No,Company Website,19,6
EMP-01635,Engineering,Software Engineer,Non-Binary,44,PhD,2022-07-21,76432,2,3,No,Indeed,16,1
EMP-01636,HR,HR Specialist,Male,33,PhD,2018-03-14,93186,1,2,Yes,LinkedIn,42,5
EMP-01637,Marketing,Marketing Analyst,Non-Binary,22,Bachelor's,2022-09-08,70935,1,2,Yes,Recruiter,97,1
EMP-01638,Engineering,QA Engineer,Non-Binary,56,PhD,2022-09-11,108367,5,1,No,Referral,10,1
EMP-01639,Operations,Operations Coordinator,Female,48,PhD,2017-04-21,99791,5,1,No,LinkedIn,95,6
EMP-01640,Engineering,QA Engineer,Male,58,Bachelor's,2017-04-01,77988,1,2,No,Referral,96,6
EMP-01641,HR,Recruiter,Male,55,Bachelor's,2019-04-04,54435,4,4,No,Company Website,80,4
EMP-01642,HR,Recruiter,Male,22,PhD,2016-10-18,50125,2,5,No,Indeed,15,7
EMP-01643,Operations,Project Manager,Non-Binary,40,Associate Degree,2017-07-17,103557,2,4,No,LinkedIn,97,6
EMP-01644,Engineering,QA Engineer,Female,28,PhD,2015-06-13,79897,4,5,No,Indeed,92,8
EMP-01645,Sales,Sales Executive,Non-Binary,30,PhD,2021-03-01,71379,3,5,No,LinkedIn,45,2
EMP-01646,Engineering,QA Engineer,Male,53,Master's,2016-05-19,92454,3,3,No,Recruiter,47,7
EMP-01647,Operations,Operations Coordinator,Male,30,Master's,2020-10-14,75852,3,3,No,LinkedIn,28,3
EMP-01648,Finance,Financial Analyst,Female,24,Master's,2018-04-14,106303,3,1,No,Indeed,93,5
EMP-01649,Marketing,Marketing Analyst,Male,25,Bachelor's,2020-11-26,69227,4,3,No,Company Website,90,3
EMP-01650,Sales,Account Manager,Male,49,Master's,2016-09-25,67149,5,3,No,Company Website,50,7
EMP-01651,Marketing,Marketing Analyst,Male,47,Bachelor's,2022-03-24,91308,3,5,No,Indeed,19,1
EMP-01652,Sales,Sales Executive,Male,44,Bachelor's,2022-01-18,85429,2,5,Yes,Company Website,70,1
EMP-01653,HR,Recruiter,Non-Binary,35,Master's,2021-03-13,89435,2,5,No,LinkedIn,57,2
EMP-01654,HR,HR Specialist,Non-Binary,34,Associate Degree,2015-08-30,67130,1,3,No,Referral,63,8
EMP-01655,Finance,Financial Analyst,Female,48,PhD,2016-11-26,78785,1,3,No,Company Website,94,7
EMP-01656,Marketing,SEO Specialist,Female,29,Master's,2020-04-12,67420,2,4,No,LinkedIn,80,3
EMP-01657,Operations,Project Manager,Non-Binary,43,Master's,2019-10-15,90929,5,5,No,LinkedIn,92,4
EMP-01658,HR,Recruiter,Male,23,PhD,2022-03-04,87097,2,4,No,Recruiter,24,1
EMP-01659,Marketing,SEO Specialist,Male,58,Bachelor's,2017-10-06,60972,3,4,No,LinkedIn,34,6
EMP-01660,Operations,Project Manager,Male,26,Bachelor's,2019-06-09,62599,2,4,Yes,LinkedIn,35,4
EMP-01661,HR,Recruiter,Non-Binary,52,Bachelor's,2016-09-15,68915,5,2,Yes,Recruiter,17,7
EMP-01662,Sales,Account Manager,Male,32,Master's,2018-03-05,56782,1,3,No,LinkedIn,71,5
EMP-01663,Engineering,QA Engineer,Male,42,Master's,2022-12-17,110011,3,1,No,Recruiter,20,1
EMP-01664,Marketing,SEO Specialist,Male,49,Master's,2015-06-30,63680,4,5,No,Indeed,20,8
EMP-01665,Finance,Accountant,Male,55,Bachelor's,2023-01-29,89916,1,1,No,Recruiter,46,0
EMP-01666,Operations,Project Manager,Female,27,Associate Degree,2019-02-17,73740,3,2,No,Indeed,13,4
EMP-01667,Sales,Account Manager,Female,44,Master's,2016-04-04,63540,2,2,No,LinkedIn,33,7
EMP-01668,Finance,Accountant,Female,39,Associate Degree,2022-12-20,86737,1,2,Yes,Indeed,80,1
EMP-01669,Sales,Account Manager,Male,59,PhD,2017-02-12,74272,4,1,No,Company Website,31,6
EMP-01670,Sales,Sales Executive,Female,32,PhD,2021-09-15,52066,5,2,Yes,Referral,95,2
EMP-01671,Marketing,Marketing Analyst,Female,25,PhD,2015-08-12,95626,1,2,No,Recruiter,83,8
EMP-01672,Marketing,Marketing Analyst,Male,50,Associate Degree,2015-07-26,55610,2,4,No,Indeed,93,8
EMP-01673,Sales,Account Manager,Male,48,Master's,2015-03-05,87974,3,2,No,Company Website,22,8
EMP-01674,Operations,Project Manager,Non-Binary,23,Bachelor's,2021-01-19,94716,5,4,No,LinkedIn,68,2
EMP-01675,Finance,Financial Analyst,Male,44,Master's,2017-03-10,89552,5,4,No,Indeed,23,6
EMP-01676,Sales,Account Manager,Female,29,Bachelor's,2022-07-13,81281,3,2,No,Recruiter,16,1
EMP-01677,Engineering,Software Engineer,Non-Binary,58,Master's,2021-05-22,102215,1,5,No,Indeed,93,2
EMP-01678,Marketing,Marketing Analyst,Male,27,Master's,2019-07-31,56753,3,1,Yes,Referral,42,4
EMP-01679,Marketing,SEO Specialist,Male,22,PhD,2016-06-26,69418,2,2,No,Referral,89,7
EMP-01680,Finance,Accountant,Female,22,PhD,2020-05-09,76443,2,1,Yes,Referral,23,3
EMP-01681,Operations,Project Manager,Female,40,Master's,2021-09-19,71434,4,4,No,Company Website,76,2
EMP-01682,Finance,Accountant,Non-Binary,35,Bachelor's,2021-07-31,87093,2,2,No,Recruiter,74,2
EMP-01683,Sales,Sales Executive,Non-Binary,32,Associate Degree,2021-09-23,46085,3,4,No,Recruiter,83,2
EMP-01684,Engineering,QA Engineer,Non-Binary,26,PhD,2019-07-06,89332,3,1,Yes,Recruiter,57,4
EMP-01685,Engineering,QA Engineer,Female,44,Master's,2015-11-24,98192,4,5,No,Indeed,43,8
EMP-01686,Finance,Financial Analyst,Female,37,Bachelor's,2022-07-07,105385,2,5,No,Referral,13,1
EMP-01687,Marketing,Marketing Analyst,Male,36,Associate Degree,2021-08-17,80966,3,3,No,Recruiter,89,2
EMP-01688,Engineering,Software Engineer,Female,48,Associate Degree,2023-02-14,119900,1,5,No,Recruiter,92,0
EMP-01689,HR,HR Specialist,Non-Binary,58,Master's,2019-06-19,77469,2,5,Yes,LinkedIn,83,4
EMP-01690,Marketing,SEO Specialist,Non-Binary,25,Bachelor's,2021-12-27,84400,2,4,Yes,Referral,12,2
EMP-01691,HR,HR Specialist,Female,34,Master's,2019-06-29,53680,2,3,No,LinkedIn,71,4
EMP-01692,HR,HR Specialist,Non-Binary,51,PhD,2015-09-22,76488,4,5,No,Company Website,30,8
EMP-01693,HR,HR Specialist,Non-Binary,22,PhD,2015-09-29,83926,1,2,Yes,Company Website,27,8
EMP-01694,Finance,Financial Analyst,Non-Binary,40,PhD,2021-05-29,76526,4,5,Yes,Referral,69,2
EMP-01695,Finance,Financial Analyst,Male,33,Associate Degree,2020-09-06,77587,3,2,Yes,Recruiter,63,3
EMP-01696,Sales,Account Manager,Male,55,Master's,2019-08-17,48133,1,2,No,Recruiter,16,4
EMP-01697,Marketing,Marketing Analyst,Female,24,Associate Degree,2021-11-30,88683,2,3,No,LinkedIn,61,2
EMP-01698,Finance,Accountant,Non-Binary,42,Bachelor's,2019-05-16,96029,5,5,No,Indeed,63,4
EMP-01699,Finance,Financial Analyst,Male,50,Master's,2016-04-23,90947,3,1,Yes,Referral,89,7
EMP-01700,Engineering,Software Engineer,Male,42,Master's,2021-01-14,83774,4,3,Yes,LinkedIn,37,2
EMP-01701,HR,HR Specialist,Female,33,Associate Degree,2021-05-21,65058,4,4,No,LinkedIn,34,2
EMP-01702,Sales,Sales Executive,Non-Binary,53,Bachelor's,2021-09-06,73163,2,2,No,Recruiter,65,2
EMP-01703,Marketing,SEO Specialist,Female,34,Bachelor's,2015-12-18,85688,4,3,No,Company Website,69,8
EMP-01704,Marketing,Marketing Analyst,Female,55,Associate Degree,2022-04-13,75181,3,1,No,LinkedIn,77,1
EMP-01705,Operations,Operations Coordinator,Non-Binary,50,PhD,2019-03-04,61780,2,4,No,Referral,93,4
EMP-01706,Sales,Sales Executive,Female,58,PhD,2015-07-31,50439,1,5,No,Company Website,30,8
EMP-01707,Finance,Accountant,Male,35,Master's,2015-08-02,79537,3,4,No,Referral,63,8
EMP-01708,Finance,Financial Analyst,Non-Binary,36,Associate Degree,2020-10-02,94341,5,4,No,LinkedIn,25,3
EMP-01709,Operations,Operations Coordinator,Female,34,Associate Degree,2018-08-05,96415,5,1,No,Company Website,77,5
EMP-01710,Finance,Financial Analyst,Female,33,Associate Degree,2022-03-29,66535,3,5,No,Indeed,49,1
EMP-01711,Sales,Sales Executive,Female,42,Associate Degree,2022-08-06,82828,5,3,No,LinkedIn,26,1
EMP-01712,Finance,Accountant,Male,58,Bachelor's,2022-05-09,85543,4,2,No,LinkedIn,71,1
EMP-01713,Operations,Project Manager,Male,53,PhD,2018-03-27,85269,4,3,No,Recruiter,33,5
EMP-01714,Sales,Sales Executive,Male,59,Bachelor's,2021-08-04,85832,3,4,No,Indeed,44,2
EMP-01715,Engineering,QA Engineer,Female,44,Master's,2021-12-04,112429,5,4,No,Indeed,92,2
EMP-01716,Operations,Project Manager,Female,36,Associate Degree,2019-04-18,79396,3,3,No,LinkedIn,33,4
EMP-01717,HR,HR Specialist,Male,52,Bachelor's,2017-01-22,81818,1,1,No,Referral,27,6
EMP-01718,Engineering,QA Engineer,Non-Binary,26,Bachelor's,2016-12-05,93867,4,2,No,Recruiter,70,7
EMP-01719,HR,HR Specialist,Male,45,PhD,2015-07-15,63018,1,2,No,LinkedIn,28,8
EMP-01720,Engineering,DevOps,Female,56,Bachelor's,2015-08-15,107394,2,1,No,LinkedIn,75,8
EMP-01721,Sales,Sales Executive,Non-Binary,56,Associate Degree,2018-12-21,77147,3,4,No,Referral,77,5
EMP-01722,HR,Recruiter,Non-Binary,28,Associate Degree,2016-05-28,67986,2,1,Yes,Recruiter,94,7
EMP-01723,Marketing,SEO Specialist,Male,54,Bachelor's,2017-10-14,88623,1,5,No,Company Website,37,6
EMP-01724,Finance,Accountant,Female,37,Bachelor's,2022-12-05,102419,4,2,Yes,Recruiter,50,1
EMP-01725,Sales,Account Manager,Female,24,Master's,2019-01-31,62415,2,4,No,Referral,65,4
EMP-01726,HR,Recruiter,Non-Binary,53,Associate Degree,2017-03-04,56773,5,5,No,Recruiter,73,6
EMP-01727,Operations,Project Manager,Male,47,PhD,2021-06-06,81734,3,1,No,Recruiter,75,2
EMP-01728,Marketing,Marketing Analyst,Female,55,Master's,2016-10-12,78664,1,2,No,Recruiter,69,7
EMP-01729,Operations,Project Manager,Non-Binary,25,Master's,2015-09-22,81364,5,5,No,LinkedIn,61,8
EMP-01730,Engineering,QA Engineer,Female,55,Associate Degree,2017-05-20,112410,1,1,No,Indeed,80,6
EMP-01731,Finance,Accountant,Female,55,Bachelor's,2020-11-28,82684,2,3,No,Company Website,26,3
EMP-01732,Operations,Project Manager,Non-Binary,39,Master's,2016-01-27,77711,5,1,Yes,Recruiter,79,7
EMP-01733,Sales,Sales Executive,Male,35,Bachelor's,2020-07-25,75889,2,5,No,LinkedIn,64,3
EMP-01734,Finance,Financial Analyst,Non-Binary,40,Bachelor's,2015-12-31,93789,2,5,No,Indeed,77,8
EMP-01735,HR,Recruiter,Non-Binary,28,Master's,2021-12-01,71784,4,4,No,Referral,89,2
EMP-01736,HR,Recruiter,Non-Binary,28,Associate Degree,2021-04-05,59092,1,4,No,Referral,90,2
EMP-01737,Engineering,DevOps,Non-Binary,42,Master's,2020-12-12,118262,1,2,No,Company Website,39,3
EMP-01738,HR,Recruiter,Female,29,Associate Degree,2019-06-13,81854,5,3,No,Company Website,59,4
EMP-01739,HR,HR Specialist,Non-Binary,42,PhD,2016-03-18,69228,5,4,No,Indeed,98,7
EMP-01740,Sales,Account Manager,Female,35,Associate Degree,2017-10-20,52818,3,4,No,Referral,40,6
EMP-01741,Marketing,SEO Specialist,Female,43,Associate Degree,2020-10-10,96515,1,1,No,Recruiter,41,3
EMP-01742,HR,HR Specialist,Female,56,Master's,2020-09-21,74866,4,5,No,Recruiter,79,3
EMP-01743,Finance,Financial Analyst,Female,26,Associate Degree,2017-09-20,106644,1,3,No,LinkedIn,99,6
EMP-01744,Sales,Sales Executive,Male,50,Bachelor's,2015-06-29,59318,5,3,No,Referral,24,8
EMP-01745,HR,Recruiter,Female,41,Associate Degree,2021-05-18,61144,4,3,No,Recruiter,19,2
EMP-01746,Sales,Account Manager,Female,41,PhD,2017-05-03,88160,4,3,No,Indeed,63,6
EMP-01747,Engineering,Software Engineer,Non-Binary,30,Master's,2021-02-23,75663,4,1,Yes,Recruiter,67,2
EMP-01748,Engineering,DevOps,Male,22,Bachelor's,2018-12-21,101076,1,3,No,LinkedIn,82,5
EMP-01749,Sales,Sales Executive,Non-Binary,36,Associate Degree,2021-10-21,67293,1,4,No,Company Website,38,2
EMP-01750,Marketing,SEO Specialist,Male,22,Bachelor's,2022-04-24,75804,1,3,No,LinkedIn,29,1
EMP-01751,Finance,Accountant,Female,37,Bachelor's,2015-08-28,107972,2,2,No,LinkedIn,25,8
EMP-01752,HR,HR Specialist,Male,35,Associate Degree,2020-12-19,68281,4,1,Yes,Indeed,34,3
EMP-01753,Marketing,Marketing Analyst,Non-Binary,39,Bachelor's,2020-09-14,75080,1,2,Yes,Company Website,16,3
EMP-01754,Operations,Project Manager,Male,44,Bachelor's,2021-12-20,79112,1,2,No,Referral,18,2
EMP-01755,HR,Recruiter,Female,59,PhD,2021-03-13,79144,4,5,No,Company Website,68,2
EMP-01756,Engineering,QA Engineer,Non-Binary,22,Master's,2019-11-19,112876,3,2,No,Recruiter,53,4
EMP-01757,Operations,Operations Coordinator,Non-Binary,44,Associate Degree,2018-01-25,83589,2,4,No,Company Website,66,5
EMP-01758,Operations,Project Manager,Male,50,PhD,2021-04-25,63527,2,1,No,Referral,57,2
EMP-01759,Operations,Project Manager,Non-Binary,57,Associate Degree,2019-02-13,88788,3,2,No,Indeed,42,4
EMP-01760,Marketing,SEO Specialist,Male,48,Bachelor's,2017-09-02,87632,3,1,No,Company Website,31,6
EMP-01761,Finance,Financial Analyst,Female,34,PhD,2019-01-28,67080,5,5,No,Referral,54,4
EMP-01762,HR,Recruiter,Non-Binary,54,Master's,2021-05-25,52202,3,2,No,Referral,20,2
EMP-01763,Operations,Project Manager,Non-Binary,57,Master's,2015-07-21,76006,3,5,No,LinkedIn,51,8
EMP-01764,Engineering,QA Engineer,Non-Binary,33,Master's,2019-10-13,103901,2,1,No,Indeed,85,4
EMP-01765,Marketing,SEO Specialist,Female,44,Bachelor's,2023-02-27,97115,1,2,Yes,LinkedIn,30,0
EMP-01766,Sales,Account Manager,Male,35,Master's,2020-12-31,53912,4,3,No,Company Website,47,3
EMP-01767,Marketing,Marketing Analyst,Female,41,Master's,2019-09-01,93526,3,2,Yes,Indeed,41,4
EMP-01768,Engineering,Software Engineer,Male,52,Master's,2017-06-04,97713,2,1,No,Recruiter,13,6
EMP-01769,Marketing,SEO Specialist,Female,52,Master's,2018-02-01,63896,1,4,No,LinkedIn,90,5
EMP-01770,Finance,Accountant,Female,55,PhD,2018-07-13,104540,4,2,Yes,Company Website,79,5
EMP-01771,Marketing,SEO Specialist,Male,23,Associate Degree,2016-06-08,80914,4,1,No,Referral,72,7
EMP-01772,Sales,Account Manager,Male,52,Bachelor's,2022-11-18,50239,3,3,No,Company Website,71,1
EMP-01773,Finance,Accountant,Non-Binary,38,PhD,2023-01-19,88902,5,5,No,LinkedIn,63,0
EMP-01774,HR,HR Specialist,Female,33,Bachelor's,2022-04-07,57213,1,2,No,Indeed,82,1
EMP-01775,Operations,Operations Coordinator,Female,49,Associate Degree,2018-03-22,65719,4,1,No,Referral,98,5
EMP-01776,Marketing,Marketing Analyst,Non-Binary,39,Master's,2015-04-17,76553,1,1,No,Indeed,26,8
EMP-01777,Marketing,Marketing Analyst,Non-Binary,28,Associate Degree,2015-04-24,71795,4,3,No,LinkedIn,29,8
EMP-01778,Finance,Financial Analyst,Female,43,Master's,2020-06-28,96873,5,4,No,Recruiter,55,3
EMP-01779,Marketing,SEO Specialist,Female,27,PhD,2015-09-22,97368,2,1,Yes,Recruiter,28,8
EMP-01780,Sales,Account Manager,Male,28,Associate Degree,2017-08-13,66568,3,4,No,Recruiter,14,6
EMP-01781,Marketing,SEO Specialist,Male,44,PhD,2016-07-19,60560,2,4,No,Recruiter,47,7
EMP-01782,Finance,Financial Analyst,Male,49,Master's,2015-12-10,109514,4,1,No,Company Website,27,8
EMP-01783,Engineering,Software Engineer,Female,44,Associate Degree,2022-06-13,83645,2,5,No,LinkedIn,94,1
EMP-01784,Engineering,Software Engineer,Non-Binary,23,PhD,2019-11-22,104739,3,2,Yes,Indeed,98,4
EMP-01785,Sales,Account Manager,Female,37,Bachelor's,2019-03-18,50103,3,2,No,Referral,65,4
EMP-01786,Engineering,DevOps,Male,59,Bachelor's,2018-12-17,112336,5,4,No,Recruiter,79,5
EMP-01787,Engineering,Software Engineer,Female,49,Associate Degree,2021-11-07,86780,2,2,No,Referral,59,2
EMP-01788,HR,HR Specialist,Male,40,Associate Degree,2015-04-22,64244,5,4,No,Recruiter,69,8
EMP-01789,Marketing,Marketing Analyst,Non-Binary,49,Associate Degree,2015-02-06,99085,5,3,No,Company Website,53,8
EMP-01790,Operations,Project Manager,Female,46,Master's,2015-01-23,93577,4,4,No,Indeed,62,8
EMP-01791,Marketing,Marketing Analyst,Male,26,PhD,2021-04-30,71832,2,3,No,Company Website,10,2
EMP-01792,Operations,Operations Coordinator,Non-Binary,51,Associate Degree,2021-02-18,63244,2,3,No,Referral,90,2
EMP-01793,Engineering,DevOps,Female,38,Bachelor's,2015-08-22,80690,4,3,No,LinkedIn,33,8
EMP-01794,HR,Recruiter,Non-Binary,52,PhD,2015-04-20,65512,2,2,Yes,Recruiter,68,8
EMP-01795,HR,Recruiter,Female,32,Associate Degree,2017-11-24,94791,1,1,No,Indeed,57,6
EMP-01796,Engineering,DevOps,Female,54,Master's,2017-06-06,89389,5,1,Yes,Referral,12,6
EMP-01797,Sales,Account Manager,Male,42,Associate Degree,2018-10-26,67357,3,3,No,Company Website,97,5
EMP-01798,Marketing,Marketing Analyst,Female,51,Master's,2020-09-12,65768,2,4,No,Indeed,34,3
EMP-01799,Sales,Account Manager,Female,57,Master's,2016-09-08,50566,1,4,No,Referral,43,7
EMP-01800,Operations,Operations Coordinator,Male,43,Bachelor's,2022-12-16,81814,1,2,No,Referral,73,1
EMP-01801,Engineering,Software Engineer,Non-Binary,35,PhD,2020-10-10,86614,4,2,No,Recruiter,36,3
EMP-01802,Finance,Financial Analyst,Non-Binary,29,PhD,2021-03-24,75515,1,2,No,Indeed,76,2
EMP-01803,Marketing,Marketing Analyst,Male,41,Master's,2022-09-27,71547,1,3,No,Indeed,21,1
EMP-01804,Operations,Project Manager,Non-Binary,51,Associate Degree,2017-04-02,87263,2,2,Yes,LinkedIn,12,6
EMP-01805,Engineering,DevOps,Female,31,PhD,2019-03-30,112013,2,5,No,LinkedIn,36,4
EMP-01806,Marketing,Marketing Analyst,Female,52,Bachelor's,2015-12-02,72399,3,2,No,Company Website,67,8
EMP-01807,HR,HR Specialist,Female,58,Associate Degree,2016-08-27,57263,3,3,No,Recruiter,26,7
EMP-01808,Engineering,Software Engineer,Non-Binary,33,Associate Degree,2021-04-28,85133,2,3,Yes,LinkedIn,31,2
EMP-01809,HR,Recruiter,Male,43,PhD,2019-12-15,65860,4,5,No,Referral,63,4
EMP-01810,Sales,Sales Executive,Female,44,Bachelor's,2020-06-25,86705,2,1,No,Company Website,45,3
EMP-01811,Operations,Operations Coordinator,Non-Binary,58,PhD,2019-07-26,70790,4,2,No,Indeed,90,4
EMP-01812,Finance,Financial Analyst,Male,34,PhD,2022-11-02,82868,3,3,No,Company Website,33,1
EMP-01813,Finance,Financial Analyst,Female,34,Master's,2020-04-06,87760,2,3,No,LinkedIn,11,3
EMP-01814,Engineering,DevOps,Male,30,Associate Degree,2018-10-31,86880,2,4,No,Recruiter,53,5
EMP-01815,Operations,Project Manager,Male,41,Associate Degree,2016-04-02,99720,2,3,No,Company Website,69,7
EMP-01816,Engineering,DevOps,Female,47,Associate Degree,2018-06-01,113505,4,3,No,Referral,25,5
EMP-01817,Marketing,SEO Specialist,Male,22,PhD,2017-03-23,75615,4,5,Yes,Company Website,38,6
EMP-01818,Operations,Project Manager,Male,50,Bachelor's,2017-05-10,68460,3,2,Yes,Indeed,55,6
EMP-01819,Operations,Project Manager,Female,52,Master's,2022-05-16,91460,5,5,No,Company Website,82,1
EMP-01820,HR,Recruiter,Female,53,Bachelor's,2017-03-04,74425,4,2,No,LinkedIn,57,6
EMP-01821,Engineering,DevOps,Male,57,Bachelor's,2018-08-05,82131,4,2,No,Company Website,12,5
EMP-01822,Operations,Project Manager,Male,57,Associate Degree,2023-01-29,85110,4,5,No,Recruiter,72,0
EMP-01823,Finance,Financial Analyst,Non-Binary,53,PhD,2016-02-13,67655,3,2,Yes,Company Website,13,7
EMP-01824,Engineering,QA Engineer,Male,41,Bachelor's,2022-05-28,92986,5,1,Yes,LinkedIn,37,1
EMP-01825,HR,Recruiter,Female,34,Master's,2016-07-19,62770,2,2,Yes,Recruiter,86,7
EMP-01826,Marketing,Marketing Analyst,Female,23,Associate Degree,2020-05-06,69842,1,4,No,Referral,98,3
EMP-01827,Engineering,Software Engineer,Male,58,Associate Degree,2016-01-21,98470,2,2,Yes,LinkedIn,11,7
EMP-01828,HR,Recruiter,Female,44,Master's,2018-05-22,75402,4,2,Yes,Recruiter,81,5
EMP-01829,Operations,Project Manager,Male,34,Associate Degree,2017-11-21,92917,1,1,No,Recruiter,15,6
EMP-01830,Finance,Accountant,Female,53,PhD,2019-11-30,66935,5,1,No,Indeed,10,4
EMP-01831,HR,HR Specialist,Non-Binary,25,PhD,2020-02-06,87604,4,3,Yes,Referral,87,3
EMP-01832,Finance,Accountant,Female,54,PhD,2017-06-03,75270,3,2,No,LinkedIn,67,6
EMP-01833,Finance,Accountant,Female,34,PhD,2018-07-04,65557,5,1,No,Referral,41,5
EMP-01834,Engineering,QA Engineer,Female,55,PhD,2022-06-30,117961,3,3,No,Company Website,57,1
EMP-01835,Sales,Account Manager,Female,50,PhD,2022-12-25,67735,2,2,Yes,Company Website,23,1
EMP-01836,Finance,Financial Analyst,Non-Binary,57,Master's,2018-03-05,69966,3,3,No,Referral,47,5
EMP-01837,Sales,Account Manager,Male,46,PhD,2022-01-04,57497,1,1,No,Referral,59,1
EMP-01838,Marketing,SEO Specialist,Female,23,PhD,2020-09-10,85448,2,1,No,Referral,79,3
EMP-01839,Marketing,SEO Specialist,Non-Binary,58,PhD,2021-01-03,79475,2,4,No,Indeed,47,2
EMP-01840,Sales,Sales Executive,Female,26,Bachelor's,2018-12-14,76529,4,1,Yes,Recruiter,89,5
EMP-01841,Finance,Financial Analyst,Female,52,Master's,2017-07-02,94980,5,5,No,Indeed,35,6
EMP-01842,Marketing,Marketing Analyst,Non-Binary,37,PhD,2020-05-30,79914,3,5,No,Company Website,88,3
EMP-01843,Operations,Operations Coordinator,Non-Binary,57,Master's,2020-09-07,72224,2,5,Yes,Indeed,45,3
EMP-01844,Marketing,Marketing Analyst,Non-Binary,46,Associate Degree,2021-06-23,80532,5,4,No,Company Website,66,2
EMP-01845,Sales,Sales Executive,Male,22,Bachelor's,2022-09-16,88746,4,4,No,Referral,19,1
EMP-01846,HR,HR Specialist,Non-Binary,31,Associate Degree,2020-05-31,80364,3,3,No,LinkedIn,23,3
EMP-01847,HR,HR Specialist,Female,47,Associate Degree,2021-09-14,83697,3,5,No,LinkedIn,41,2
EMP-01848,HR,Recruiter,Non-Binary,48,PhD,2020-04-21,91121,2,3,No,Recruiter,15,3
EMP-01849,Finance,Financial Analyst,Non-Binary,47,Master's,2022-02-28,101201,4,1,No,Indeed,82,1
EMP-01850,HR,Recruiter,Male,59,Master's,2015-11-10,81989,5,2,Yes,Recruiter,82,8
EMP-01851,Marketing,SEO Specialist,Male,33,Master's,2017-09-09,76230,4,4,No,Indeed,61,6
EMP-01852,Engineering,QA Engineer,Non-Binary,55,Associate Degree,2020-11-25,91453,4,1,No,Referral,56,3
EMP-01853,Sales,Account Manager,Non-Binary,53,Associate Degree,2022-02-15,60913,1,5,No,Referral,94,1
EMP-01854,Sales,Account Manager,Non-Binary,23,PhD,2019-05-20,76050,3,3,No,Company Website,56,4
EMP-01855,Engineering,Software Engineer,Male,42,Associate Degree,2020-05-24,84257,4,3,No,LinkedIn,47,3
EMP-01856,HR,Recruiter,Female,51,Bachelor's,2019-02-24,64727,4,2,Yes,Recruiter,94,4
EMP-01857,Operations,Project Manager,Female,40,Master's,2020-08-09,78648,1,5,No,Company Website,12,3
EMP-01858,Engineering,QA Engineer,Non-Binary,47,Associate Degree,2020-08-13,105869,4,1,No,Referral,37,3
EMP-01859,Finance,Financial Analyst,Female,43,Master's,2019-09-17,84729,1,5,No,Company Website,24,4
EMP-01860,Sales,Sales Executive,Male,38,Bachelor's,2015-02-14,47812,4,2,Yes,Referral,26,8
EMP-01861,Marketing,SEO Specialist,Non-Binary,30,PhD,2017-05-06,56926,3,5,No,Company Website,40,6
EMP-01862,Sales,Account Manager,Male,47,Master's,2022-11-13,67118,5,3,Yes,Referral,65,1
EMP-01863,Sales,Sales Executive,Non-Binary,32,Associate Degree,2021-03-27,70100,2,2,Yes,Recruiter,53,2
EMP-01864,HR,HR Specialist,Female,55,PhD,2019-05-24,83782,5,2,No,Company Website,84,4
EMP-01865,Sales,Account Manager,Male,25,Master's,2017-04-05,60863,4,5,No,LinkedIn,52,6
EMP-01866,HR,HR Specialist,Non-Binary,44,Bachelor's,2021-12-09,89137,2,3,No,Company Website,44,2
EMP-01867,Operations,Operations Coordinator,Female,40,Bachelor's,2017-04-05,62774,1,5,No,Recruiter,97,6
EMP-01868,Finance,Accountant,Male,57,Associate Degree,2020-09-28,78746,4,3,No,LinkedIn,17,3
EMP-01869,Engineering,Software Engineer,Male,43,Bachelor's,2020-02-05,89102,4,3,No,Referral,68,3
EMP-01870,Sales,Account Manager,Male,43,PhD,2016-01-24,53299,4,1,Yes,LinkedIn,88,7
EMP-01871,Marketing,Marketing Analyst,Male,31,PhD,2015-07-29,72981,2,1,No,LinkedIn,11,8
EMP-01872,Sales,Account Manager,Female,41,Master's,2021-01-19,74663,4,1,No,Referral,59,2
